opcode_hex,mnemonic,cpu_level
0x0F0E,MVPMR,0
0x0F0F,MVPMR,0
0x0F48,MVPMR,0
0x0F49,MVPMR,0
0x0F4A,MVPMR,0
0x0F4B,MVPMR,0
0x0F4C,MVPMR,0
0x0F4D,MVPMR,0
0x0F4E,MVPMR,0
0x0F4F,MVPMR,0
0x0F88,MVPRM,0
0x0F89,MVPRM,0
0x0F8A,MVPRM,0
0x0F8B,MVPRM,0
0x0F8C,MVPRM,0
0x0F8D,MVPRM,0
0x0F8E,MVPRM,0
0x0F8F,MVPRM,0
0x0FC8,MVPRM,0
0x0FC9,MVPRM,0
0x0FCA,MVPRM,0
0x0FCB,MVPRM,0
0x0FCC,MVPRM,0
0x0FCD,MVPRM,0
0x0FCE,MVPRM,0
0x0FCF,MVPRM,0
0x46C0,MV2SR,0
0x46C1,MV2SR,0
0x46C2,MV2SR,0
0x46C3,MV2SR,0
0x46C4,MV2SR,0
0x46C5,MV2SR,0
0x46C6,MV2SR,0
0x46C7,MV2SR,0
0x46D0,MV2SR,0
0x46D1,MV2SR,0
0x46D2,MV2SR,0
0x46D3,MV2SR,0
0x46D4,MV2SR,0
0x46D5,MV2SR,0
0x46D6,MV2SR,0
0x46D7,MV2SR,0
0x46D8,MV2SR,0
0x46D9,MV2SR,0
0x46DA,MV2SR,0
0x46DB,MV2SR,0
0x46DC,MV2SR,0
0x46DD,MV2SR,0
0x46DE,MV2SR,0
0x46DF,MV2SR,0
0x46E0,MV2SR,0
0x46E1,MV2SR,0
0x46E2,MV2SR,0
0x46E3,MV2SR,0
0x46E4,MV2SR,0
0x46E5,MV2SR,0
0x46E6,MV2SR,0
0x46E7,MV2SR,0
0x46E8,MV2SR,0
0x46E9,MV2SR,0
0x46EA,MV2SR,0
0x46EB,MV2SR,0
0x46EC,MV2SR,0
0x46ED,MV2SR,0
0x46EE,MV2SR,0
0x46EF,MV2SR,0
0x46F0,MV2SR,0
0x46F1,MV2SR,0
0x46F2,MV2SR,0
0x46F3,MV2SR,0
0x46F4,MV2SR,0
0x46F5,MV2SR,0
0x46F6,MV2SR,0
0x46F7,MV2SR,0
0x46F8,MV2SR,0
0x46F9,MV2SR,0
0x46FA,MV2SR,0
0x46FB,MV2SR,0
0x46FC,MV2SR,0
0x4800,NBCD,0
0x4801,NBCD,0
0x4802,NBCD,0
0x4803,NBCD,0
0x4804,NBCD,0
0x4805,NBCD,0
0x4806,NBCD,0
0x4807,NBCD,0
0x4810,NBCD,0
0x4811,NBCD,0
0x4812,NBCD,0
0x4813,NBCD,0
0x4814,NBCD,0
0x4815,NBCD,0
0x4816,NBCD,0
0x4817,NBCD,0
0x4818,NBCD,0
0x4819,NBCD,0
0x481A,NBCD,0
0x481B,NBCD,0
0x481C,NBCD,0
0x481D,NBCD,0
0x481E,NBCD,0
0x481F,NBCD,0
0x4820,NBCD,0
0x4821,NBCD,0
0x4822,NBCD,0
0x4823,NBCD,0
0x4824,NBCD,0
0x4825,NBCD,0
0x4826,NBCD,0
0x4827,NBCD,0
0x4828,NBCD,0
0x4829,NBCD,0
0x482A,NBCD,0
0x482B,NBCD,0
0x482C,NBCD,0
0x482D,NBCD,0
0x482E,NBCD,0
0x482F,NBCD,0
0x4830,NBCD,0
0x4831,NBCD,0
0x4832,NBCD,0
0x4833,NBCD,0
0x4834,NBCD,0
0x4835,NBCD,0
0x4836,NBCD,0
0x4837,NBCD,0
0x4838,NBCD,0
0x4839,NBCD,0
0x4848,BKPT,1
0x4849,BKPT,1
0x484A,BKPT,1
0x484B,BKPT,1
0x484C,BKPT,1
0x484D,BKPT,1
0x484E,BKPT,1
0x484F,BKPT,1
0x4E40,TRAP,0
0x4E41,TRAP,0
0x4E42,TRAP,0
0x4E43,TRAP,0
0x4E44,TRAP,0
0x4E45,TRAP,0
0x4E46,TRAP,0
0x4E47,TRAP,0
0x4E48,TRAP,0
0x4E49,TRAP,0
0x4E4A,TRAP,0
0x4E4B,TRAP,0
0x4E4C,TRAP,0
0x4E4D,TRAP,0
0x4E4E,TRAP,0
0x4E4F,TRAP,0
0x4E60,MVR2USP,0
0x4E61,MVR2USP,0
0x4E62,MVR2USP,0
0x4E63,MVR2USP,0
0x4E64,MVR2USP,0
0x4E65,MVR2USP,0
0x4E66,MVR2USP,0
0x4E67,MVR2USP,0
0x4E68,MVUSP2R,0
0x4E69,MVUSP2R,0
0x4E6A,MVUSP2R,0
0x4E6B,MVUSP2R,0
0x4E6C,MVUSP2R,0
0x4E6D,MVUSP2R,0
0x4E6E,MVUSP2R,0
0x4E6F,MVUSP2R,0
0x4E70,RESET,0
0x4E72,STOP,0
0x4E73,RTE,0
0x4E76,TRAPV,0
0x4E77,RTR,0
0x4E7A,MOVEC2,1
0x4E7B,MOVE2C,1
0x50FA,TRAPcc,2
0x50FB,TRAPcc,2
0x50FC,TRAPcc,2
0x51FA,TRAPcc,2
0x51FB,TRAPcc,2
0x51FC,TRAPcc,2
0x52FA,TRAPcc,2
0x52FB,TRAPcc,2
0x52FC,TRAPcc,2
0x53FA,TRAPcc,2
0x53FB,TRAPcc,2
0x53FC,TRAPcc,2
0x54FA,TRAPcc,2
0x54FB,TRAPcc,2
0x54FC,TRAPcc,2
0x55FA,TRAPcc,2
0x55FB,TRAPcc,2
0x55FC,TRAPcc,2
0x56FA,TRAPcc,2
0x56FB,TRAPcc,2
0x56FC,TRAPcc,2
0x57FA,TRAPcc,2
0x57FB,TRAPcc,2
0x57FC,TRAPcc,2
0x58FA,TRAPcc,2
0x58FB,TRAPcc,2
0x58FC,TRAPcc,2
0x59FA,TRAPcc,2
0x59FB,TRAPcc,2
0x59FC,TRAPcc,2
0x5AFA,TRAPcc,2
0x5AFB,TRAPcc,2
0x5AFC,TRAPcc,2
0x5BFA,TRAPcc,2
0x5BFB,TRAPcc,2
0x5BFC,TRAPcc,2
0x5CFA,TRAPcc,2
0x5CFB,TRAPcc,2
0x5CFC,TRAPcc,2
0x5DFA,TRAPcc,2
0x5DFB,TRAPcc,2
0x5DFC,TRAPcc,2
0x5EFA,TRAPcc,2
0x5EFB,TRAPcc,2
0x5EFC,TRAPcc,2
0x5FFA,TRAPcc,2
0x5FFB,TRAPcc,2
0x5FFC,TRAPcc,2
0x8100,SBCD,0
0x8101,SBCD,0
0x8102,SBCD,0
0x8103,SBCD,0
0x8104,SBCD,0
0x8105,SBCD,0
0x8106,SBCD,0
0x8107,SBCD,0
0x8108,SBCD,0
0x8109,SBCD,0
0x810A,SBCD,0
0x810B,SBCD,0
0x810C,SBCD,0
0x810D,SBCD,0
0x810E,SBCD,0
0x810F,SBCD,0
0x8140,PACK,2
0x8141,PACK,2
0x8142,PACK,2
0x8143,PACK,2
0x8144,PACK,2
0x8145,PACK,2
0x8146,PACK,2
0x8147,PACK,2
0x8148,PACK,2
0x8149,PACK,2
0x814A,PACK,2
0x814B,PACK,2
0x814C,PACK,2
0x814D,PACK,2
0x814E,PACK,2
0x814F,PACK,2
0x8180,UNPK,2
0x8181,UNPK,2
0x8182,UNPK,2
0x8183,UNPK,2
0x8184,UNPK,2
0x8185,UNPK,2
0x8186,UNPK,2
0x8187,UNPK,2
0x8188,UNPK,2
0x8189,UNPK,2
0x818A,UNPK,2
0x818B,UNPK,2
0x818C,UNPK,2
0x818D,UNPK,2
0x818E,UNPK,2
0x818F,UNPK,2
0x8300,SBCD,0
0x8301,SBCD,0
0x8302,SBCD,0
0x8303,SBCD,0
0x8304,SBCD,0
0x8305,SBCD,0
0x8306,SBCD,0
0x8307,SBCD,0
0x8308,SBCD,0
0x8309,SBCD,0
0x830A,SBCD,0
0x830B,SBCD,0
0x830C,SBCD,0
0x830D,SBCD,0
0x830E,SBCD,0
0x830F,SBCD,0
0x8340,PACK,2
0x8341,PACK,2
0x8342,PACK,2
0x8343,PACK,2
0x8344,PACK,2
0x8345,PACK,2
0x8346,PACK,2
0x8347,PACK,2
0x8348,PACK,2
0x8349,PACK,2
0x834A,PACK,2
0x834B,PACK,2
0x834C,PACK,2
0x834D,PACK,2
0x834E,PACK,2
0x834F,PACK,2
0x8380,UNPK,2
0x8381,UNPK,2
0x8382,UNPK,2
0x8383,UNPK,2
0x8384,UNPK,2
0x8385,UNPK,2
0x8386,UNPK,2
0x8387,UNPK,2
0x8388,UNPK,2
0x8389,UNPK,2
0x838A,UNPK,2
0x838B,UNPK,2
0x838C,UNPK,2
0x838D,UNPK,2
0x838E,UNPK,2
0x838F,UNPK,2
0x8500,SBCD,0
0x8501,SBCD,0
0x8502,SBCD,0
0x8503,SBCD,0
0x8504,SBCD,0
0x8505,SBCD,0
0x8506,SBCD,0
0x8507,SBCD,0
0x8508,SBCD,0
0x8509,SBCD,0
0x850A,SBCD,0
0x850B,SBCD,0
0x850C,SBCD,0
0x850D,SBCD,0
0x850E,SBCD,0
0x850F,SBCD,0
0x8540,PACK,2
0x8541,PACK,2
0x8542,PACK,2
0x8543,PACK,2
0x8544,PACK,2
0x8545,PACK,2
0x8546,PACK,2
0x8547,PACK,2
0x8548,PACK,2
0x8549,PACK,2
0x854A,PACK,2
0x854B,PACK,2
0x854C,PACK,2
0x854D,PACK,2
0x854E,PACK,2
0x854F,PACK,2
0x8580,UNPK,2
0x8581,UNPK,2
0x8582,UNPK,2
0x8583,UNPK,2
0x8584,UNPK,2
0x8585,UNPK,2
0x8586,UNPK,2
0x8587,UNPK,2
0x8588,UNPK,2
0x8589,UNPK,2
0x858A,UNPK,2
0x858B,UNPK,2
0x858C,UNPK,2
0x858D,UNPK,2
0x858E,UNPK,2
0x858F,UNPK,2
0x8700,SBCD,0
0x8701,SBCD,0
0x8702,SBCD,0
0x8703,SBCD,0
0x8704,SBCD,0
0x8705,SBCD,0
0x8706,SBCD,0
0x8707,SBCD,0
0x8708,SBCD,0
0x8709,SBCD,0
0x870A,SBCD,0
0x870B,SBCD,0
0x870C,SBCD,0
0x870D,SBCD,0
0x870E,SBCD,0
0x870F,SBCD,0
0x8740,PACK,2
0x8741,PACK,2
0x8742,PACK,2
0x8743,PACK,2
0x8744,PACK,2
0x8745,PACK,2
0x8746,PACK,2
0x8747,PACK,2
0x8748,PACK,2
0x8749,PACK,2
0x874A,PACK,2
0x874B,PACK,2
0x874C,PACK,2
0x874D,PACK,2
0x874E,PACK,2
0x874F,PACK,2
0x8780,UNPK,2
0x8781,UNPK,2
0x8782,UNPK,2
0x8783,UNPK,2
0x8784,UNPK,2
0x8785,UNPK,2
0x8786,UNPK,2
0x8787,UNPK,2
0x8788,UNPK,2
0x8789,UNPK,2
0x878A,UNPK,2
0x878B,UNPK,2
0x878C,UNPK,2
0x878D,UNPK,2
0x878E,UNPK,2
0x878F,UNPK,2
0x8900,SBCD,0
0x8901,SBCD,0
0x8902,SBCD,0
0x8903,SBCD,0
0x8904,SBCD,0
0x8905,SBCD,0
0x8906,SBCD,0
0x8907,SBCD,0
0x8908,SBCD,0
0x8909,SBCD,0
0x890A,SBCD,0
0x890B,SBCD,0
0x890C,SBCD,0
0x890D,SBCD,0
0x890E,SBCD,0
0x890F,SBCD,0
0x8940,PACK,2
0x8941,PACK,2
0x8942,PACK,2
0x8943,PACK,2
0x8944,PACK,2
0x8945,PACK,2
0x8946,PACK,2
0x8947,PACK,2
0x8948,PACK,2
0x8949,PACK,2
0x894A,PACK,2
0x894B,PACK,2
0x894C,PACK,2
0x894D,PACK,2
0x894E,PACK,2
0x894F,PACK,2
0x8980,UNPK,2
0x8981,UNPK,2
0x8982,UNPK,2
0x8983,UNPK,2
0x8984,UNPK,2
0x8985,UNPK,2
0x8986,UNPK,2
0x8987,UNPK,2
0x8988,UNPK,2
0x8989,UNPK,2
0x898A,UNPK,2
0x898B,UNPK,2
0x898C,UNPK,2
0x898D,UNPK,2
0x898E,UNPK,2
0x898F,UNPK,2
0x8B00,SBCD,0
0x8B01,SBCD,0
0x8B02,SBCD,0
0x8B03,SBCD,0
0x8B04,SBCD,0
0x8B05,SBCD,0
0x8B06,SBCD,0
0x8B07,SBCD,0
0x8B08,SBCD,0
0x8B09,SBCD,0
0x8B0A,SBCD,0
0x8B0B,SBCD,0
0x8B0C,SBCD,0
0x8B0D,SBCD,0
0x8B0E,SBCD,0
0x8B0F,SBCD,0
0x8B40,PACK,2
0x8B41,PACK,2
0x8B42,PACK,2
0x8B43,PACK,2
0x8B44,PACK,2
0x8B45,PACK,2
0x8B46,PACK,2
0x8B47,PACK,2
0x8B48,PACK,2
0x8B49,PACK,2
0x8B4A,PACK,2
0x8B4B,PACK,2
0x8B4C,PACK,2
0x8B4D,PACK,2
0x8B4E,PACK,2
0x8B4F,PACK,2
0x8B80,UNPK,2
0x8B81,UNPK,2
0x8B82,UNPK,2
0x8B83,UNPK,2
0x8B84,UNPK,2
0x8B85,UNPK,2
0x8B86,UNPK,2
0x8B87,UNPK,2
0x8B88,UNPK,2
0x8B89,UNPK,2
0x8B8A,UNPK,2
0x8B8B,UNPK,2
0x8B8C,UNPK,2
0x8B8D,UNPK,2
0x8B8E,UNPK,2
0x8B8F,UNPK,2
0x8D00,SBCD,0
0x8D01,SBCD,0
0x8D02,SBCD,0
0x8D03,SBCD,0
0x8D04,SBCD,0
0x8D05,SBCD,0
0x8D06,SBCD,0
0x8D07,SBCD,0
0x8D08,SBCD,0
0x8D09,SBCD,0
0x8D0A,SBCD,0
0x8D0B,SBCD,0
0x8D0C,SBCD,0
0x8D0D,SBCD,0
0x8D0E,SBCD,0
0x8D0F,SBCD,0
0x8D40,PACK,2
0x8D41,PACK,2
0x8D42,PACK,2
0x8D43,PACK,2
0x8D44,PACK,2
0x8D45,PACK,2
0x8D46,PACK,2
0x8D47,PACK,2
0x8D48,PACK,2
0x8D49,PACK,2
0x8D4A,PACK,2
0x8D4B,PACK,2
0x8D4C,PACK,2
0x8D4D,PACK,2
0x8D4E,PACK,2
0x8D4F,PACK,2
0x8D80,UNPK,2
0x8D81,UNPK,2
0x8D82,UNPK,2
0x8D83,UNPK,2
0x8D84,UNPK,2
0x8D85,UNPK,2
0x8D86,UNPK,2
0x8D87,UNPK,2
0x8D88,UNPK,2
0x8D89,UNPK,2
0x8D8A,UNPK,2
0x8D8B,UNPK,2
0x8D8C,UNPK,2
0x8D8D,UNPK,2
0x8D8E,UNPK,2
0x8D8F,UNPK,2
0x8F00,SBCD,0
0x8F01,SBCD,0
0x8F02,SBCD,0
0x8F03,SBCD,0
0x8F04,SBCD,0
0x8F05,SBCD,0
0x8F06,SBCD,0
0x8F07,SBCD,0
0x8F08,SBCD,0
0x8F09,SBCD,0
0x8F0A,SBCD,0
0x8F0B,SBCD,0
0x8F0C,SBCD,0
0x8F0D,SBCD,0
0x8F0E,SBCD,0
0x8F0F,SBCD,0
0x8F40,PACK,2
0x8F41,PACK,2
0x8F42,PACK,2
0x8F43,PACK,2
0x8F44,PACK,2
0x8F45,PACK,2
0x8F46,PACK,2
0x8F47,PACK,2
0x8F48,PACK,2
0x8F49,PACK,2
0x8F4A,PACK,2
0x8F4B,PACK,2
0x8F4C,PACK,2
0x8F4D,PACK,2
0x8F4E,PACK,2
0x8F4F,PACK,2
0x8F80,UNPK,2
0x8F81,UNPK,2
0x8F82,UNPK,2
0x8F83,UNPK,2
0x8F84,UNPK,2
0x8F85,UNPK,2
0x8F86,UNPK,2
0x8F87,UNPK,2
0x8F88,UNPK,2
0x8F89,UNPK,2
0x8F8A,UNPK,2
0x8F8B,UNPK,2
0x8F8C,UNPK,2
0x8F8D,UNPK,2
0x8F8E,UNPK,2
0x8F8F,UNPK,2
0xC100,ABCD,0
0xC101,ABCD,0
0xC102,ABCD,0
0xC103,ABCD,0
0xC104,ABCD,0
0xC105,ABCD,0
0xC106,ABCD,0
0xC107,ABCD,0
0xC108,ABCD,0
0xC109,ABCD,0
0xC10A,ABCD,0
0xC10B,ABCD,0
0xC10C,ABCD,0
0xC10D,ABCD,0
0xC10E,ABCD,0
0xC10F,ABCD,0
0xC300,ABCD,0
0xC301,ABCD,0
0xC302,ABCD,0
0xC303,ABCD,0
0xC304,ABCD,0
0xC305,ABCD,0
0xC306,ABCD,0
0xC307,ABCD,0
0xC308,ABCD,0
0xC309,ABCD,0
0xC30A,ABCD,0
0xC30B,ABCD,0
0xC30C,ABCD,0
0xC30D,ABCD,0
0xC30E,ABCD,0
0xC30F,ABCD,0
0xC500,ABCD,0
0xC501,ABCD,0
0xC502,ABCD,0
0xC503,ABCD,0
0xC504,ABCD,0
0xC505,ABCD,0
0xC506,ABCD,0
0xC507,ABCD,0
0xC508,ABCD,0
0xC509,ABCD,0
0xC50A,ABCD,0
0xC50B,ABCD,0
0xC50C,ABCD,0
0xC50D,ABCD,0
0xC50E,ABCD,0
0xC50F,ABCD,0
0xC700,ABCD,0
0xC701,ABCD,0
0xC702,ABCD,0
0xC703,ABCD,0
0xC704,ABCD,0
0xC705,ABCD,0
0xC706,ABCD,0
0xC707,ABCD,0
0xC708,ABCD,0
0xC709,ABCD,0
0xC70A,ABCD,0
0xC70B,ABCD,0
0xC70C,ABCD,0
0xC70D,ABCD,0
0xC70E,ABCD,0
0xC70F,ABCD,0
0xC900,ABCD,0
0xC901,ABCD,0
0xC902,ABCD,0
0xC903,ABCD,0
0xC904,ABCD,0
0xC905,ABCD,0
0xC906,ABCD,0
0xC907,ABCD,0
0xC908,ABCD,0
0xC909,ABCD,0
0xC90A,ABCD,0
0xC90B,ABCD,0
0xC90C,ABCD,0
0xC90D,ABCD,0
0xC90E,ABCD,0
0xC90F,ABCD,0
0xCB00,ABCD,0
0xCB01,ABCD,0
0xCB02,ABCD,0
0xCB03,ABCD,0
0xCB04,ABCD,0
0xCB05,ABCD,0
0xCB06,ABCD,0
0xCB07,ABCD,0
0xCB08,ABCD,0
0xCB09,ABCD,0
0xCB0A,ABCD,0
0xCB0B,ABCD,0
0xCB0C,ABCD,0
0xCB0D,ABCD,0
0xCB0E,ABCD,0
0xCB0F,ABCD,0
0xCD00,ABCD,0
0xCD01,ABCD,0
0xCD02,ABCD,0
0xCD03,ABCD,0
0xCD04,ABCD,0
0xCD05,ABCD,0
0xCD06,ABCD,0
0xCD07,ABCD,0
0xCD08,ABCD,0
0xCD09,ABCD,0
0xCD0A,ABCD,0
0xCD0B,ABCD,0
0xCD0C,ABCD,0
0xCD0D,ABCD,0
0xCD0E,ABCD,0
0xCD0F,ABCD,0
0xCF00,ABCD,0
0xCF01,ABCD,0
0xCF02,ABCD,0
0xCF03,ABCD,0
0xCF04,ABCD,0
0xCF05,ABCD,0
0xCF06,ABCD,0
0xCF07,ABCD,0
0xCF08,ABCD,0
0xCF09,ABCD,0
0xCF0A,ABCD,0
0xCF0B,ABCD,0
0xCF0C,ABCD,0
0xCF0D,ABCD,0
0xCF0E,ABCD,0
0xCF0F,ABCD,0
0xE4D0,ROXRW,0
0xE4D1,ROXRW,0
0xE4D2,ROXRW,0
0xE4D3,ROXRW,0
0xE4D4,ROXRW,0
0xE4D5,ROXRW,0
0xE4D6,ROXRW,0
0xE4D7,ROXRW,0
0xE4D8,ROXRW,0
0xE4D9,ROXRW,0
0xE4DA,ROXRW,0
0xE4DB,ROXRW,0
0xE4DC,ROXRW,0
0xE4DD,ROXRW,0
0xE4DE,ROXRW,0
0xE4DF,ROXRW,0
0xE4E0,ROXRW,0
0xE4E1,ROXRW,0
0xE4E2,ROXRW,0
0xE4E3,ROXRW,0
0xE4E4,ROXRW,0
0xE4E5,ROXRW,0
0xE4E6,ROXRW,0
0xE4E7,ROXRW,0
0xE4E8,ROXRW,0
0xE4E9,ROXRW,0
0xE4EA,ROXRW,0
0xE4EB,ROXRW,0
0xE4EC,ROXRW,0
0xE4ED,ROXRW,0
0xE4EE,ROXRW,0
0xE4EF,ROXRW,0
0xE4F0,ROXRW,0
0xE4F1,ROXRW,0
0xE4F2,ROXRW,0
0xE4F3,ROXRW,0
0xE4F4,ROXRW,0
0xE4F5,ROXRW,0
0xE4F6,ROXRW,0
0xE4F7,ROXRW,0
0xE4F8,ROXRW,0
0xE4F9,ROXRW,0
0xE5D0,ROXLW,0
0xE5D1,ROXLW,0
0xE5D2,ROXLW,0
0xE5D3,ROXLW,0
0xE5D4,ROXLW,0
0xE5D5,ROXLW,0
0xE5D6,ROXLW,0
0xE5D7,ROXLW,0
0xE5D8,ROXLW,0
0xE5D9,ROXLW,0
0xE5DA,ROXLW,0
0xE5DB,ROXLW,0
0xE5DC,ROXLW,0
0xE5DD,ROXLW,0
0xE5DE,ROXLW,0
0xE5DF,ROXLW,0
0xE5E0,ROXLW,0
0xE5E1,ROXLW,0
0xE5E2,ROXLW,0
0xE5E3,ROXLW,0
0xE5E4,ROXLW,0
0xE5E5,ROXLW,0
0xE5E6,ROXLW,0
0xE5E7,ROXLW,0
0xE5E8,ROXLW,0
0xE5E9,ROXLW,0
0xE5EA,ROXLW,0
0xE5EB,ROXLW,0
0xE5EC,ROXLW,0
0xE5ED,ROXLW,0
0xE5EE,ROXLW,0
0xE5EF,ROXLW,0
0xE5F0,ROXLW,0
0xE5F1,ROXLW,0
0xE5F2,ROXLW,0
0xE5F3,ROXLW,0
0xE5F4,ROXLW,0
0xE5F5,ROXLW,0
0xE5F6,ROXLW,0
0xE5F7,ROXLW,0
0xE5F8,ROXLW,0
0xE5F9,ROXLW,0
0xE8C0,BFTST,2
0xE8C1,BFTST,2
0xE8C2,BFTST,2
0xE8C3,BFTST,2
0xE8C4,BFTST,2
0xE8C5,BFTST,2
0xE8C6,BFTST,2
0xE8C7,BFTST,2
0xE8D0,BFTST,2
0xE8D1,BFTST,2
0xE8D2,BFTST,2
0xE8D3,BFTST,2
0xE8D4,BFTST,2
0xE8D5,BFTST,2
0xE8D6,BFTST,2
0xE8D7,BFTST,2
0xE8E8,BFTST,2
0xE8E9,BFTST,2
0xE8EA,BFTST,2
0xE8EB,BFTST,2
0xE8EC,BFTST,2
0xE8ED,BFTST,2
0xE8EE,BFTST,2
0xE8EF,BFTST,2
0xE8F0,BFTST,2
0xE8F1,BFTST,2
0xE8F2,BFTST,2
0xE8F3,BFTST,2
0xE8F4,BFTST,2
0xE8F5,BFTST,2
0xE8F6,BFTST,2
0xE8F7,BFTST,2
0xE8F8,BFTST,2
0xE8F9,BFTST,2
0xE8FA,BFTST,2
0xE8FB,BFTST,2
0xE9D0,BFEXTU,2
0xE9D1,BFEXTU,2
0xE9D2,BFEXTU,2
0xE9D3,BFEXTU,2
0xE9D4,BFEXTU,2
0xE9D5,BFEXTU,2
0xE9D6,BFEXTU,2
0xE9D7,BFEXTU,2
0xE9E8,BFEXTU,2
0xE9E9,BFEXTU,2
0xE9EA,BFEXTU,2
0xE9EB,BFEXTU,2
0xE9EC,BFEXTU,2
0xE9ED,BFEXTU,2
0xE9EE,BFEXTU,2
0xE9EF,BFEXTU,2
0xE9F0,BFEXTU,2
0xE9F1,BFEXTU,2
0xE9F2,BFEXTU,2
0xE9F3,BFEXTU,2
0xE9F4,BFEXTU,2
0xE9F5,BFEXTU,2
0xE9F6,BFEXTU,2
0xE9F7,BFEXTU,2
0xE9F8,BFEXTU,2
0xE9F9,BFEXTU,2
0xE9FA,BFEXTU,2
0xE9FB,BFEXTU,2
0xEAC0,BFCHG,2
0xEAC1,BFCHG,2
0xEAC2,BFCHG,2
0xEAC3,BFCHG,2
0xEAC4,BFCHG,2
0xEAC5,BFCHG,2
0xEAC6,BFCHG,2
0xEAC7,BFCHG,2
0xEAD0,BFCHG,2
0xEAD1,BFCHG,2
0xEAD2,BFCHG,2
0xEAD3,BFCHG,2
0xEAD4,BFCHG,2
0xEAD5,BFCHG,2
0xEAD6,BFCHG,2
0xEAD7,BFCHG,2
0xEAE8,BFCHG,2
0xEAE9,BFCHG,2
0xEAEA,BFCHG,2
0xEAEB,BFCHG,2
0xEAEC,BFCHG,2
0xEAED,BFCHG,2
0xEAEE,BFCHG,2
0xEAEF,BFCHG,2
0xEAF0,BFCHG,2
0xEAF1,BFCHG,2
0xEAF2,BFCHG,2
0xEAF3,BFCHG,2
0xEAF4,BFCHG,2
0xEAF5,BFCHG,2
0xEAF6,BFCHG,2
0xEAF7,BFCHG,2
0xEAF8,BFCHG,2
0xEAF9,BFCHG,2
0xEBC0,BFEXTS,2
0xEBC1,BFEXTS,2
0xEBC2,BFEXTS,2
0xEBC3,BFEXTS,2
0xEBC4,BFEXTS,2
0xEBC5,BFEXTS,2
0xEBC6,BFEXTS,2
0xEBC7,BFEXTS,2
0xEBD0,BFEXTS,2
0xEBD1,BFEXTS,2
0xEBD2,BFEXTS,2
0xEBD3,BFEXTS,2
0xEBD4,BFEXTS,2
0xEBD5,BFEXTS,2
0xEBD6,BFEXTS,2
0xEBD7,BFEXTS,2
0xEBE8,BFEXTS,2
0xEBE9,BFEXTS,2
0xEBEA,BFEXTS,2
0xEBEB,BFEXTS,2
0xEBEC,BFEXTS,2
0xEBED,BFEXTS,2
0xEBEE,BFEXTS,2
0xEBEF,BFEXTS,2
0xEBF0,BFEXTS,2
0xEBF1,BFEXTS,2
0xEBF2,BFEXTS,2
0xEBF3,BFEXTS,2
0xEBF4,BFEXTS,2
0xEBF5,BFEXTS,2
0xEBF6,BFEXTS,2
0xEBF7,BFEXTS,2
0xEBF8,BFEXTS,2
0xEBF9,BFEXTS,2
0xEBFA,BFEXTS,2
0xEBFB,BFEXTS,2
0xECC0,BFCLR,2
0xECC1,BFCLR,2
0xECC2,BFCLR,2
0xECC3,BFCLR,2
0xECC4,BFCLR,2
0xECC5,BFCLR,2
0xECC6,BFCLR,2
0xECC7,BFCLR,2
0xECD0,BFCLR,2
0xECD1,BFCLR,2
0xECD2,BFCLR,2
0xECD3,BFCLR,2
0xECD4,BFCLR,2
0xECD5,BFCLR,2
0xECD6,BFCLR,2
0xECD7,BFCLR,2
0xECE8,BFCLR,2
0xECE9,BFCLR,2
0xECEA,BFCLR,2
0xECEB,BFCLR,2
0xECEC,BFCLR,2
0xECED,BFCLR,2
0xECEE,BFCLR,2
0xECEF,BFCLR,2
0xECF0,BFCLR,2
0xECF1,BFCLR,2
0xECF2,BFCLR,2
0xECF3,BFCLR,2
0xECF4,BFCLR,2
0xECF5,BFCLR,2
0xECF6,BFCLR,2
0xECF7,BFCLR,2
0xECF8,BFCLR,2
0xECF9,BFCLR,2
0xEDC0,BFFFO,2
0xEDC1,BFFFO,2
0xEDC2,BFFFO,2
0xEDC3,BFFFO,2
0xEDC4,BFFFO,2
0xEDC5,BFFFO,2
0xEDC6,BFFFO,2
0xEDC7,BFFFO,2
0xEDD0,BFFFO,2
0xEDD1,BFFFO,2
0xEDD2,BFFFO,2
0xEDD3,BFFFO,2
0xEDD4,BFFFO,2
0xEDD5,BFFFO,2
0xEDD6,BFFFO,2
0xEDD7,BFFFO,2
0xEDE8,BFFFO,2
0xEDE9,BFFFO,2
0xEDEA,BFFFO,2
0xEDEB,BFFFO,2
0xEDEC,BFFFO,2
0xEDED,BFFFO,2
0xEDEE,BFFFO,2
0xEDEF,BFFFO,2
0xEDF0,BFFFO,2
